dli_number,full_name,gender,date_of_birth,aadhaar_number,email,mobile_number,alternate_mobile_number,city,state,pincode,father_name,mother_name,college,course,college_roll_number
DLI23SDA000047,Kuldeep Kulkarni,Male,2003-06-15,051204618723,kuldeep.kulkarni42@gmail.com,+916013673037,9837645208,Ghaziabad,Uttar Pradesh,110147,Pramod Kulkarni,Suman Kulkarni,Delhi Technological University,Civil Engineering,2K23/CE/171
DLI23SDA000048,Harsh Shekhawat,Male,2003-06-01,249163009792,harsh.shekhawat57@gmail.com,+91 9327195005,8812735857,Faridabad,Haryana,110306,Subhash Shekhawat,Geeta Shekhawat,Delhi Technological University,Civil Engineering,2K23/CE/125
DLI23SDA000049,Chinmay Joshi,Male,2002-12-16,392855749821,chinmay.joshi77@gmail.com,08744857086,8095935186,New Delhi,Delhi,110878,Satish Joshi,Sharda Joshi,Delhi Technological University,Software Engineering,2K23/SE/165
DLI23SDA000050,Harsh Kumar,Male,2002-11-03,022031731096,harsh.kumar94@gmail.com,6899405391,9371705865,Faridabad,Haryana,110094,Devendra Kumar,Anita Kumar,D.T.U.,Information Technology,2K23/IT/20
DLI23SDA000051,Milind Kumar,Male,2006-12-08,863383928861,milind.kumar91@gmail.com,7761228685,8897558556,Faridabad,Haryana,110659,Rajendra Kumar,Kiran Kumar,DTU,Software Engineering,2K23/SE/197
DLI23SDA000052,Digvijay Trivedi,Male,2003-07-01,049082404335,digvijay.trivedi12@gmail.com,7888992107,7224593344,Delhi,Delhi,110969,Harish Trivedi,Kavita Trivedi,D.T.U.,Biotechnology,2K23/BT/45
DLI23SDA000053,Harish Negi,Male,2006-10-21,409610556613,harish.negi93@gmail.com,9604805892,7832067998,Delhi,Delhi,110364,Ashok Negi,Geeta Negi,Delhi Technological University,Mechanical Engineering,2K23/ME/122
DLI23SDA000054,Chinmay Mehta,Male,2004-02-13,862278376938,chinmay.mehta88@gmail.com,8314659116,6553559042,Noida,Uttar Pradesh,110979,Satish Mehta,Saroj Mehta,Delhi Technological University,Computer Engineering,2K23/CO/52
DLI23SDA000055,Yash Chauhan,Male,2006-12-02,392405147705,yash.chauhan36@gmail.com,8388487920,6980420439,Noida,Uttar Pradesh,110070,Naresh Chauhan,Asha Chauhan,DTU,Environmental Engineering,2K23/EN/169
DLI23SDA000056,Anil Kumar,Male,2006-05-28,636815798123,anil.kumar74@gmail.com,6800384576,8055543840,Faridabad,Haryana,110460,Kailash Kumar,Pushpa Kumar,Delhi Technological University,Mathematics & Computing,2K23/MC/101
DLI23SDA000057,Kunal Jadhav,Male,2002-11-20,363926495782,kunal.jadhav36@gmail.com,+918983248262,8518812520,Noida,Uttar Pradesh,110664,Rajesh Jadhav,Nirmala Jadhav,Delhi Technological Uni  ,Information Technology,2K23/IT/39
DLI23SDA000058,Vivek Saxena,Male,2005-01-25,994999393305,vivek.saxena20@gmail.com,+91 6289752677,8233060463,Faridabad,Haryana,110331,Mahesh Saxena,Saroj Saxena,delhi technological university,Biotechnology,2K23/BT/177
DLI23SDA000059,Anil Solanki,Male,2005-07-13,096569998808,anil.solanki23@gmail.com,06703886086,9347644726,Noida,Uttar Pradesh,110908,Satish Solanki,Saroj Solanki,delhi technological university,Biotechnology,2K23/BT/24
DLI23SDA000060,Deepak Rawat,Male,2002-03-13,657027937145,deepak.rawat98@gmail.com,8111751868,8686025922,New Delhi,Delhi,110206,Anil Rawat,Suman Rawat,D.T.U.,Biotechnology,2K23/BT/74
DLI23SDA000061,Harsh Saxena,Male,2005-01-20,407778097339,harsh.saxena94@gmail.com,6767199038,7983022050,New Delhi,Delhi,110099,Anil Saxena,Manju Saxena,Delhi Technological Uni  ,Civil Engineering,2K23/CE/28
DLI23SDA000062,Deepak Mishra,Male,2004-10-22,998279501455,deepak.mishra58@gmail.com,9681472145,6833901981,Gurugram,Haryana,110946,Vinod Mishra,Manju Mishra,Delhi Technological University,Production & Industrial Engineering,2K23/PI/160
DLI23SDA000063,Anurag Saxena,Male,2002-10-16,877293430107,anurag.saxena90@gmail.com,9396605583,9344144885,Delhi,Delhi,110155,Ashok Saxena,Kiran Saxena,DTU,Civil Engineering,2K23/CE/45
DLI23SDA000064,Gajendra Shinde,Male,2003-08-26,027278576084,gajendra.shinde82@gmail.com,7880395512,7056829962,Ghaziabad,Uttar Pradesh,110145,Suresh Shinde,Pushpa Shinde,DTU,Biotechnology,2K23/BT/61
DLI23SDA000065,Devendra Kulkarni,Male,2005-09-10,215031780782,test_email_without_at,7784521823,9768104091,Noida,Uttar Pradesh,110701,Devendra Kulkarni,Rajni Kulkarni,D.T.U.,Civil Engineering,2K23/CE/148
DLI23SDA000066,Bhavesh Rathore,Male,2004-04-07,448571422410,bhavesh.rathore89@gmail.com,9385854249,8214958702,Delhi,Delhi,110701,Ashok Rathore,Anita Rathore,Delhi Technological University,Software Engineering,2K23/SE/46
DLI23SDA000067,Hardik Deshmukh,Male,2004-06-27,381792171747,hardik.deshmukh70@gmail.com,+918329456255,6701715772,Noida,Uttar Pradesh,110599,Satish Deshmukh,Usha Deshmukh,Delhi Technological University,Engineering Physics,2K23/EP/28
DLI23SDA000068,Chinmay Dogra,Male,2006-05-18,769639382761,chinmay.dogra53@gmail.com,+91 8966958321,6199758172,Noida,Uttar Pradesh,110619,Dinesh Dogra,Rajni Dogra,delhi technological university,Software Engineering,2K23/SE/84
DLI23SDA000069,Ketan Yadav,Male,2006-04-27,290227846997,ketan.yadav35@gmail.com,08549465190,6240580085,Delhi,Delhi,110403,Sanjay Yadav,Kiran Yadav,Delhi Technological University,Mathematics & Computing,2K23/MC/183
DLI23SDA000070,Satish Jadhav,Male,2003-09-07,272386562422,satish.jadhav11@gmail.com,9027621267,6927868765,New Delhi,Delhi,110269,Ramesh Jadhav,Kiran Jadhav,DTU,Engineering Physics,2K23/EP/61
DLI24SDA000001,Kuldeep Choudhary,Male,2003-06-02,097519712847,kuldeep.choudhary76@gmail.com,9891371894,9580778795,Gurugram,Haryana,110544,Mahesh Choudhary,Anita Choudhary,DTU,Production & Industrial Engineering,2K24/PI/192
DLI24SDA000002,Rajesh Negi,Male,2005-01-21,792904904712,rajesh.negi74@gmail.com,9442944401,8927524372,Ghaziabad,Uttar Pradesh,110051,Satish Negi,Sharda Negi,Delhi Technological Uni  ,Electrical Engineering,2K24/EE/127
DLI24SDA000003,Rakesh Jadhav,Male,2006-11-15,239504102767,rakesh.jadhav48@gmail.com,6836674286,9476580185,Gurugram,Haryana,110945,Vijay Jadhav,Pushpa Jadhav,delhi technological university,Information Technology,2K24/IT/168
DLI24SDA000004,Lokendra Shekhawat,Male,2003-04-17,525800106181,lokendra.shekhawat97@gmail.com,6534430091,9939111926,Faridabad,Haryana,110921,Mahesh Shekhawat,Pushpa Shekhawat,Delhi Technological University,Environmental Engineering,2K24/EN/20
DLI24SDA000005,Anurag Jodha,Male,2004-12-22,542140665044,anurag.jodha32@gmail.com,6173962712,6391741011,Ghaziabad,Uttar Pradesh,110470,Prakash Jodha,Geeta Jodha,DTU,Civil Engineering,2K24/CE/10
DLI24SDA000006,Tushar Pandey,Male,2005-07-19,087766183067,tushar.pandey25@gmail.com,7546015851,6432806346,Delhi,Delhi,110571,Pramod Pandey,Saroj Pandey,D.T.U.,Electrical Engineering,2K24/EE/10
DLI24SDA000007,Aman Rawat,Male,2006-08-13,184787005050,aman.rawat61@gmail.com,+919387829310,8707903202,Faridabad,Haryana,110041,Rajesh Rawat,Sharda Rawat,Delhi Technological University,Production & Industrial Engineering,2K24/PI/17
DLI24SDA000008,Harsh Prasad,Male,2003-10-08,136565198253,harsh.prasad15@gmail.com,+91 8511426258,8739021962,Delhi,Delhi,110710,Ramesh Prasad,Sita Prasad,Delhi Technological Uni  ,Engineering Physics,2K24/EP/167
DLI24SDA000009,Kuldeep Gohil,Male,2006-04-05,487632909279,kuldeep.gohil21@gmail.com,07560833181,7883734031,New Delhi,Delhi,110772,Mahesh Gohil,Rajni Gohil,Delhi Technological Uni  ,Civil Engineering,2K24/CE/166
DLI24SDA000010,Ishan Rathore,Male,2004-05-11,970108220781,ishan.rathore19@gmail.com,8799563531,7313636317,Ghaziabad,Uttar Pradesh,110706,Satish Rathore,Radha Rathore,Delhi Technological Uni  ,Biotechnology,2K24/BT/46
DLI24SDA000011,Digvijay Saxena,Male,2004-12-07,543520904217,digvijay.saxena68@gmail.com,6253492929,8168739774,Delhi,Delhi,110633,Sunil Saxena,Lata Saxena,DTU,Production & Industrial Engineering,2K24/PI/39
DLI24SDA000012,Kuldeep Singh,Male,2007-08-24,806867177318,kuldeep.singh11@gmail.com,6325431074,8799077262,Noida,Uttar Pradesh,110701,Ashok Singh,Manju Singh,DTU,Information Technology,2K24/IT/110
DLI24SDA000013,Ranjan Bisht,Male,2003-10-26,319508501657,ranjan.bisht89@gmail.com,9552818325,8817933554,Ghaziabad,Uttar Pradesh,110640,Naresh Bisht,Rekha Bisht,Delhi Technological University,Biotechnology,2K24/BT/129
DLI24SDA000014,Sachin Choudhary,Male,2003-05-15,951371162411,sachin.choudhary31@gmail.com,7127238046,8756704310,New Delhi,Delhi,110856,Manohar Choudhary,Manju Choudhary,DTU,Mathematics & Computing,2K24/MC/125
DLI24SDA000015,Lokendra Kulkarni,Male,2003-03-26,424375402547,lokendra.kulkarni31@gmail.com,8842222310,7927452380,Faridabad,Haryana,110552,Subhash Kulkarni,Saroj Kulkarni,DTU,Electrical Engineering,2K24/EE/137
DLI24SDA000016,Harsh Verma,Male,2004-08-25,275208854749,harsh.verma95@gmail.com,8975170281,7069375150,Ghaziabad,Uttar Pradesh,110398,Rajendra Verma,Pushpa Verma,Delhi Technological University,Mechanical Engineering,2K24/ME/138
DLI24SDA000017,Mitul Chauhan,Male,2003-07-07,759980562656,mitul.chauhan57@gmail.com,+919455478137,6742662991,New Delhi,Delhi,110347,Devendra Chauhan,Manju Chauhan,Delhi Technological University,Production & Industrial Engineering,2K24/PI/194
DLI24SDA000018,Kunal Sharma,Male,2004-11-09,628792326487,kunal.sharma15@gmail.com,+91 7947873002,7471462730,Delhi,Delhi,110471,Vinod Sharma,Rekha Sharma,DTU,Production & Industrial Engineering,2K24/PI/112
DLI24SDA000019,Bhavesh Gohil,Male,2007-06-17,904290257252,bhavesh.gohil16@gmail.com,07565044818,8219285544,Faridabad,Haryana,110518,Manohar Gohil,Rekha Gohil,delhi technological university,Civil Engineering,2K24/CE/36
DLI24SDA000020,Digvijay Prasad,Male,2004-06-06,132833898881,digvijay.prasad63@gmail.com,6112075452,6985240132,Faridabad,Haryana,110234,Satish Prasad,Radha Prasad,Delhi Technological University,Mechanical Engineering,2K24/ME/109
DLI24SDA000021,Rohan Verma,Male,2004-07-02,310890714014,rohan.verma95@gmail.com,9119393250,9249552893,Ghaziabad,Uttar Pradesh,110911,Manohar Verma,Sunita Verma,DTU,Engineering Physics,2K24/EP/50
DLI24SDA000022,Amit Choudhary,Male,2007-12-04,387592712566,amit.choudhary37@gmail.com,8615171827,7480157164,Gurugram,Haryana,110947,Rajendra Choudhary,Sushma Choudhary,DTU,Software Engineering,2K24/SE/49
DLI24SDA000023,Suresh Gohil,Male,2005-03-01,716781126691,suresh.gohil31@gmail.com,9535396136,6499465796,Gurugram,Haryana,110842,Rajesh Gohil,Savita Gohil,Delhi Technological University,Biotechnology,2K24/BT/128
DLI24SDA000024,Bhavesh Saxena,Male,2007-02-24,017026952499,bhavesh.saxena22@gmail.com,9877347784,7880061675,Gurugram,Haryana,110770,Suresh Saxena,Sita Saxena,DTU,Information Technology,2K24/IT/181
DLI24SDA000025,Swapnil Shah,Male,2006-05-23,671978897782,swapnil.shah74@gmail.com,9647969545,9090255905,Gurugram,Haryana,110165,Subhash Shah,Lata Shah,Delhi Technological University,Environmental Engineering,2K24/EN/63
DLI24SDA000026,Pankaj Dogra,Male,2005-10-03,141520850769,pankaj.dogra75@gmail.com,6407905696,7917135785,New Delhi,Delhi,110945,Sanjay Dogra,Radha Dogra,DTU,Mechanical Engineering,2K24/ME/138
DLI24SDA000027,Ishan Choudhary,Male,2007-05-19,639191954198,ishan.choudhary70@gmail.com,+916351484685,8664987820,Faridabad,Haryana,110829,Prakash Choudhary,Radha Choudhary,DTU,Engineering Physics,2K24/EP/120
DLI24SDA000028,Anurag Thakur,Male,2003-10-28,690835723246,anurag.thakur62@gmail.com,+91 7136442493,6312303477,Ghaziabad,Uttar Pradesh,110660,Harish Thakur,Sita Thakur,Delhi Technological University,Civil Engineering,2K24/CE/67
DLI24SDA000029,Jignesh Yadav,Male,2006-11-28,070015941651,jignesh.yadav60@gmail.com,08319818984,6139155963,Gurugram,Haryana,110321,Mahesh Yadav,Radha Yadav,Delhi Technological Uni  ,Biotechnology,2K24/BT/105
DLI24SDA000030,Anil Rawat,Male,2007-08-18,515867342575,anil.rawat49@gmail.com,9900348645,9837606441,New Delhi,Delhi,110432,Rajesh Rawat,Nirmala Rawat,Delhi Technological University,Environmental Engineering,2K24/EN/105
DLI24SDA000031,Tushar Chauhan,Male,2004-08-24,656124815698,tushar.chauhan51@gmail.com,6002720634,7911238296,Noida,Uttar Pradesh,110772,Vijay Chauhan,Sita Chauhan,DTU,Mathematics & Computing,2K24/MC/73
DLI24SDA000032,Kunal Patel,Male,2005-03-13,693008931734,kunal.patel99@gmail.com,8069694215,8910867713,Faridabad,Haryana,110334,Anil Patel,Seema Patel,Delhi Technological University,Software Engineering,2K24/SE/53
DLI24SDA000033,Harish Joshi,Male,2006-07-06,620443973597,harish.joshi20@gmail.com,9725636694,9180053759,Faridabad,Haryana,110900,Vijay Joshi,Usha Joshi,DTU,Information Technology,2K24/IT/102
DLI24SDA000034,Arjun Yadav,Male,2007-10-06,428757215862,arjun.yadav43@gmail.com,9502745644,7856257287,Delhi,Delhi,110320,Rajendra Yadav,Sita Yadav,Delhi Technological University,Information Technology,2K24/IT/42
DLI24SDA000035,Mahendra Vardhan,Male,2004-01-15,587771215134,mahendra.vardhan33@gmail.com,8849939089,8613715041,Gurugram,Haryana,110591,Sunil Vardhan,Geeta Vardhan,Delhi Technological University,Biotechnology,2K24/BT/182
DLI24SDA000036,Lokendra Thakur,Male,2005-10-22,050975923045,lokendra.thakur17@gmail.com,9896164236,9032664214,Gurugram,Haryana,110649,Satish Thakur,Rekha Thakur,DTU,Mathematics & Computing,2K24/MC/132
DLI24SDA000037,Swapnil Trivedi,Male,2004-08-09,996165926610,swapnil.trivedi75@gmail.com,+917732788147,6174224386,Noida,Uttar Pradesh,110908,Naresh Trivedi,Anita Trivedi,DTU,Chemical Engineering,2K24/CH/109
DLI24SDA000038,Vivek Solanki,Male,2003-05-12,491801722601,vivek.solanki63@gmail.com,+91 7597794523,8194168006,Delhi,Delhi,110027,Rajesh Solanki,Asha Solanki,delhi technological university,Engineering Physics,2K24/EP/155
DLI24SDA000039,Kartik Bisht,Male,2003-06-23,641220310303,kartik.bisht71@gmail.com,08368314727,6012277707,Ghaziabad,Uttar Pradesh,110334,Manohar Bisht,Asha Bisht,Delhi Technological University,Civil Engineering,2K24/CE/27
DLI24SDA000040,Kuldeep Prasad,Male,2003-10-24,840767899730,kuldeep.prasad77@gmail.com,9695814671,6957602437,Noida,Uttar Pradesh,110738,Rajendra Prasad,Kiran Prasad,Delhi Technological Uni  ,Mathematics & Computing,2K24/MC/155
DLI24SDA000041,Arjun Joshi,Male,2004-07-27,572934172232,arjun.joshi87@gmail.com,6167433800,7452280156,Delhi,Delhi,110931,Kailash Joshi,Meena Joshi,DTU,Mathematics & Computing,2K24/MC/91
DLI24SDA000042,Rakesh Yadav,Male,2005-03-28,891077119918,rakesh.yadav15@gmail.com,9213524787,9255213760,New Delhi,Delhi,110754,Devendra Yadav,Sita Yadav,Delhi Technological University,Mathematics & Computing,2K24/MC/184
DLI24SDA000043,Digvijay Thakur,Male,2006-03-25,863266678507,digvijay.thakur28@gmail.com,9811556260,6029084668,Noida,Uttar Pradesh,110550,Vijay Thakur,Usha Thakur,DTU,Electrical Engineering,2K24/EE/180
DLI24SDA000044,Devendra Dogra,Male,2006-09-20,975634108562,devendra.dogra76@gmail.com,7318848520,9894346810,Noida,Uttar Pradesh,110485,Dinesh Dogra,Anita Dogra,D.T.U.,Mechanical Engineering,2K24/ME/115
DLI24SDA000045,Ajay Sharma,Male,2004-06-08,998935449268,ajay.sharma41@gmail.com,9589357126,6110627371,Noida,Uttar Pradesh,110869,Kailash Sharma,Usha Sharma,D.T.U.,Information Technology,2K24/IT/150
DLI24SDA000046,Bhavesh Shah,Male,2004-12-16,622827728813,bhavesh.shah68@gmail.com,6028519611,7940821545,Noida,Uttar Pradesh,110470,Satish Shah,Geeta Shah,D.T.U.,Software Engineering,2K24/SE/13
DLI24SDA000047,Pawan Joshi,Male,2006-03-27,701851067949,pawan.joshi67@gmail.com,+917679228777,8519966365,Ghaziabad,Uttar Pradesh,110074,Pramod Joshi,Kavita Joshi,delhi technological university,Engineering Physics,2K24/EP/7
DLI24SDA000048,Chinmay Dogra,Male,2007-11-18,139890983780,chinmay.dogra25@gmail.com,+91 8043397189,7690705626,Delhi,Delhi,110856,Vijay Dogra,Kavita Dogra,Delhi Technological University,Mechanical Engineering,2K24/ME/139
DLI24SDA000049,Ishan Pandey,Male,2006-05-25,124620952004,ishan.pandey59@gmail.com,09526546103,8993788614,Delhi,Delhi,110578,Sanjay Pandey,Kavita Pandey,DTU,Software Engineering,2K24/SE/163
DLI24SDA000050,Ramesh Verma,Male,2005-09-19,138249671832,ramesh.verma57@gmail.com,8386870079,7200749465,Faridabad,Haryana,110398,Anil Verma,Anita Verma,Delhi Technological University,Chemical Engineering,2K24/CH/145
DLI24SDA000051,Kartik Chauhan,Male,2004-12-04,284639855474,kartik.chauhan41@gmail.com,7537950209,6002687681,Faridabad,Haryana,110180,Arvind Chauhan,Saroj Chauhan,DTU,Mathematics & Computing,2K24/MC/97
DLI24SDA000052,Ranvijay Trivedi,Male,2007-02-15,537030453194,ranvijay.trivedi38@gmail.com,8750479303,6149872839,Faridabad,Haryana,110992,Naresh Trivedi,Kiran Trivedi,Delhi Technological University,Mechanical Engineering,2K24/ME/33
DLI24SDA000053,Anurag Negi,Male,2006-09-24,430894870605,anurag.negi65@gmail.com,6418775803,9468750635,Delhi,Delhi,110903,Sanjay Negi,Kavita Negi,Delhi Technological Uni  ,Computer Engineering,2K24/CO/43
DLI24SDA000054,Kartik Gupta,Male,2007-01-16,609543173505,kartik.gupta76@gmail.com,8199717911,9065120704,Ghaziabad,Uttar Pradesh,110611,Arvind Gupta,Anita Gupta,DTU,Information Technology,2K24/IT/98
DLI24SDA000055,Vivek Bisht,Male,2004-04-28,990767699150,vivek.bisht68@gmail.com,7931109193,8845679723,New Delhi,Delhi,110002,Anil Bisht,Kiran Bisht,DTU,Environmental Engineering,2K24/EN/194
DLI24SDA000056,Kartik Rawat,Male,2003-03-05,749545089203,kartik.rawat74@gmail.com,9653331537,6959959465,New Delhi,Delhi,110170,Prakash Rawat,Meena Rawat,Delhi Technological Uni  ,Environmental Engineering,2K24/EN/58
DLI24SDA000057,Lokendra Bisht,Male,2006-04-16,563620501508,lokendra.bisht24@gmail.com,+918473950033,7234258323,Delhi,Delhi,110241,Ramesh Bisht,Rajni Bisht,Delhi Technological University,Environmental Engineering,2K24/EN/29
DLI24SDA000058,Anurag Rathore,Male,2005-08-08,552896112233,anurag.rathore78@gmail.com,+91 6559630993,7253042897,New Delhi,Delhi,110179,Naresh Rathore,Sita Rathore,DTU,Environmental Engineering,2K24/EN/193
DLI24SDA000059,Swapnil Paswan,Male,2004-03-11,587774969033,swapnil.paswan35@gmail.com,06363466925,7812147853,Ghaziabad,Uttar Pradesh,110078,Vinod Paswan,Manju Paswan,DTU,Biotechnology,2K24/BT/111
DLI24SDA000060,Digvijay Prasad,Male,2005-05-13,027341514888,digvijay.prasad92@gmail.com,9431115083,7354443928,Noida,Uttar Pradesh,110044,Subhash Prasad,Asha Prasad,Delhi Technological Uni  ,Production & Industrial Engineering,2K24/PI/194
DLI24SDA000061,Sachin Dogra,Male,2003-03-28,633373898775,sachin.dogra20@gmail.com,7366377805,8924075536,Gurugram,Haryana,110684,Sunil Dogra,Kiran Dogra,Delhi Technological University,Civil Engineering,2K24/CE/36
DLI24SDA000062,Vishal Shinde,Male,2003-11-26,999663618637,vishal.shinde23@gmail.com,7974121820,6023164334,Faridabad,Haryana,110817,Suresh Shinde,Rekha Shinde,DTU,Electrical Engineering,2K24/EE/84
DLI24SDA000063,Satish Mishra,Male,2007-03-18,671632346729,satish.mishra83@gmail.com,7938743027,9693859777,Ghaziabad,Uttar Pradesh,110014,Pramod Mishra,Saroj Mishra,Delhi Technological University,Engineering Physics,2K24/EP/77
DLI24SDA000064,Hardik Trivedi,Male,2004-04-06,967629160324,hardik.trivedi90@gmail.com,7137681511,7672438070,Delhi,Delhi,110765,Ashok Trivedi,Radha Trivedi,Delhi Technological University,Civil Engineering,2K24/CE/65
DLI24SDA000065,Sanjay Saxena,Male,2005-11-24,777118372742,sanjay.saxena31@gmail.com,9912418621,9427523083,Gurugram,Haryana,110081,Ashok Saxena,Suman Saxena,DTU,Production & Industrial Engineering,2K24/PI/2
DLI24SDA000066,Rakesh Jadhav,Male,2006-04-12,331060053131,rakesh.jadhav95@gmail.com,8206815583,8866133155,New Delhi,Delhi,110065,Ramesh Jadhav,Asha Jadhav,Delhi Technological University,Computer Engineering,2K24/CO/17
DLI24SDA000067,Ketan Bisht,Male,2005-01-03,364971892419,ketan.bisht51@gmail.com,+916252571509,6683890309,Delhi,Delhi,110436,Rajendra Bisht,Sharda Bisht,Delhi Technological University,Electrical Engineering,2K24/EE/96
DLI24SDA000068,Ishan Bhati,Male,2006-07-07,039752450864,ishan.bhati13@gmail.com,+91 8553380339,6852701713,Delhi,Delhi,110232,Naresh Bhati,Sita Bhati,DTU,Computer Engineering,2K24/CO/61
DLI24SDA000069,Mahendra Solanki,Male,2005-03-24,336293449734,mahendra.solanki71@gmail.com,09566277689,6270661498,New Delhi,Delhi,110824,Ashok Solanki,Saroj Solanki,Delhi Technological University,Information Technology,2K24/IT/97
DLI24SDA000070,Rohan Shinde,Male,2006-12-16,323008576665,rohan.shinde59@gmail.com,6491601692,8645875066,Faridabad,Haryana,110337,Suresh Shinde,Rekha Shinde,DTU,Environmental Engineering,2K24/EN/8
DLI25SDA000001,Sumit Bhatt,Male,2005-11-05,439920116691,sumit.bhatt76@gmail.com,8626448869,7611952436,Faridabad,Haryana,110402,Prakash Bhatt,Sunita Bhatt,Delhi Technological University,Engineering Physics,2K25/EP/107
DLI25SDA000002,Ketan Joshi,Male,2005-03-06,522372817932,ketan.joshi35@gmail.com,9234679121,7161415093,Gurugram,Haryana,110710,Suresh Joshi,Pushpa Joshi,D.T.U.,Civil Engineering,2K25/CE/171
DLI25SDA000003,Vivek Rathore,Male,2004-01-13,984775965555,vivek.rathore40@gmail.com,7669055107,6209184357,Ghaziabad,Uttar Pradesh,110786,Arvind Rathore,Radha Rathore,Delhi Technological University,Environmental Engineering,2K25/EN/83
DLI25SDA000004,Bhavesh Gaikwad,Male,2008-12-11,739769156716,bhavesh.gaikwad47@gmail.com,8289802714,6271783332,Faridabad,Haryana,110116,Ramesh Gaikwad,Sita Gaikwad,Delhi Technological Uni  ,Mathematics & Computing,2K25/MC/99
DLI25SDA000005,Abhishek Choudhary,Male,2005-11-04,287153991566,abhishek.choudhary93@gmail.com,6334141115,8195256904,Delhi,Delhi,110983,Ashok Choudhary,Lata Choudhary,Delhi Technological University,Mathematics & Computing,2K25/MC/174
DLI25SDA000006,Milind Bhatt,Male,2004-04-04,608752437729,milind.bhatt46@gmail.com,8095481497,8746052330,New Delhi,Delhi,110764,Arvind Bhatt,Sita Bhatt,Delhi Technological Uni  ,Chemical Engineering,2K25/CH/101
DLI25SDA000007,Mahendra Gohil,Male,2006-07-13,184438612590,mahendra.gohil48@gmail.com,+916292774233,8059126620,Delhi,Delhi,110572,Suresh Gohil,Savita Gohil,Delhi Technological Uni  ,Environmental Engineering,2K25/EN/87
DLI25SDA000008,Yash Thakur,Male,2005-04-02,136749261764,yash.thakur90@gmail.com,+91 6501111783,9999741926,Gurugram,Haryana,110649,Satish Thakur,Savita Thakur,Delhi Technological University,Engineering Physics,2K25/EP/138
DLI25SDA000009,Satish Verma,Male,2005-09-27,887189813129,satish.verma98@gmail.com,08087510293,8184011845,Ghaziabad,Uttar Pradesh,110260,Rajendra Verma,Suman Verma,Delhi Technological University,Chemical Engineering,2K25/CH/76
DLI25SDA000010,Arjun Negi,Male,2005-12-11,859883103032,arjun.negi48@gmail.com,8298395429,6184462671,Noida,Uttar Pradesh,110628,Harish Negi,Kavita Negi,DTU,Information Technology,2K25/IT/163
DLI25SDA000011,Sanjay Gaikwad,Male,2004-11-21,892625660931,sanjay.gaikwad44@gmail.com,9818615155,7234016361,Delhi,Delhi,110284,Manohar Gaikwad,Seema Gaikwad,Delhi Technological University,Mathematics & Computing,2K25/MC/180
DLI25SDA000012,Chinmay Jodha,Male,2004-02-02,256258896792,chinmay.jodha43@gmail.com,9822269405,8967275784,Noida,Uttar Pradesh,110683,Anil Jodha,Nirmala Jodha,delhi technological university,Information Technology,2K25/IT/105
DLI25SDA000013,Sunil Chauhan,Male,2008-02-24,312901487068,sunil.chauhan27@gmail.com,6788160930,6853890972,Faridabad,Haryana,110832,Naresh Chauhan,Rekha Chauhan,delhi technological university,Chemical Engineering,2K25/CH/91
DLI25SDA000014,Mahendra Prasad,Male,2005-03-12,153814474430,mahendra.prasad90@gmail.com,6348079705,9975451052,Gurugram,Haryana,110501,Sanjay Prasad,Seema Prasad,Delhi Technological University,Chemical Engineering,2K25/CH/132
DLI25SDA000015,Kuldeep Vardhan,Male,2005-01-05,437654562841,kuldeep.vardhan66@gmail.com,6225605313,7026650237,Faridabad,Haryana,110416,Prakash Vardhan,Sushma Vardhan,DTU,Environmental Engineering,2K25/EN/183
DLI25SDA000016,Vikram Mehta,Male,2004-12-24,621102258030,vikram.mehta96@gmail.com,7690674471,6392823414,Faridabad,Haryana,110363,Prakash Mehta,Savita Mehta,D.T.U.,Chemical Engineering,2K25/CH/157
DLI25SDA000017,Rohit Rawat,Male,2007-04-04,260432609310,rohit.rawat58@gmail.com,+916843356708,6041454563,Noida,Uttar Pradesh,110020,Ramesh Rawat,Anita Rawat,DTU,Mathematics & Computing,2K25/MC/55
DLI25SDA000018,Sachin Jodha,Male,2004-02-14,247554110825,sachin.jodha56@gmail.com,+91 7989534396,9129109337,Delhi,Delhi,110189,Sunil Jodha,Suman Jodha,D.T.U.,Computer Engineering,2K25/CO/137
DLI25SDA000019,Aditya Saxena,Male,2007-07-18,485571617688,aditya.saxena12@gmail.com,08942409036,6881278686,Gurugram,Haryana,110943,Mahesh Saxena,Sunita Saxena,Delhi Technological University,Computer Engineering,2K25/CO/152
DLI25SDA000020,Pawan Sinha,Male,2005-09-23,844344812308,pawan.sinha40@gmail.com,7024240338,9059551842,Gurugram,Haryana,110945,Suresh Sinha,Nirmala Sinha,delhi technological university,Mathematics & Computing,2K25/MC/57
DLI25SDA000021,Deepak Choudhary,Male,2008-09-22,916498373543,deepak.choudhary84@gmail.com,6273652717,8722397240,Noida,Uttar Pradesh,110226,Arvind Choudhary,Sharda Choudhary,Delhi Technological University,Electrical Engineering,2K25/EE/19
DLI25SDA000022,Pankaj Solanki,Male,2005-02-24,820916601002,pankaj.solanki41@gmail.com,9429001851,8279724572,New Delhi,Delhi,110084,Pramod Solanki,Sushma Solanki,Delhi Technological University,Civil Engineering,2K25/CE/27
